id_pedido,data_pedido,hora_pedido,cpf_cliente,telefone,segmento,produto,canal_venda,regiao,campanha,status_pedido,valor_plano,valor_fraude_estimado,qtd_sms_mes,media_historica_sms,variacao_sms_pct,uso_dados_gb,qtd_chargeback,score_credito,score_fraude,flag_fraude,tipo_fraude,em_blacklist,historico_fraudes_anteriores,regra_disparada,analista_responsavel,status_tratativa,data_fechamento,custo_operacional,mes_referencia,flag_novo_cliente,dias_desde_ativacao,qtd_linhas_ativas
PD-1000494,2025-07-21,23:19:08,334.234.258-32,(41) 990360576,Claro Empresas,TV Plus,APP,RJ,PROMO-500 - Móvel,APROVADO,149.9,0.0,11,2.3,378.3,17.15,0,634,0.115,0,,0,0,,,,,0.0,2025-07,0,821,5
PD-1000495,2025-04-18,23:19:08,942.965.923-42,(71) 999299338,Claro Residencial,TV Plus,TELEVENDAS B2C,MG,,APROVADO,199.9,0.0,7,7.6,-7.9,5.85,0,654,0.091,0,,0,0,,,,,0.0,2025-04,0,226,6
PD-1000496,2026-01-22,23:19:08,310.600.531-31,(31) 992802587,Claro Móvel,CNPJ Avançado,LOJA FÍSICA,SP-Capital,,APROVADO,149.9,0.0,2,10.9,-81.7,10.91,0,712,0.076,0,,0,0,,Pedro R.,,,0.0,2026-01,1,1630,2
PD-1000497,2026-03-12,23:19:08,210.205.395-02,(51) 990879109,Claro Residencial,CNPJ Básico,APP,RJ,CAMP-VIP,APROVADO,79.9,0.0,20,1.2,1566.7,3.04,0,879,0.05,0,,0,0,,,,,0.0,2026-03,1,1603,6
PD-1000498,2025-11-12,23:19:08,800.025.787-29,(85) 992345135,Claro Residencial,Pré-Pago,APP,PR,REC-200 - Automático,CANCELADO,499.9,1756.88,19,1.8,955.6,2.58,0,813,0.698,1,Fraude de Cancelamento,0,0,CTR-42,,Aberta,,94.1,2025-11,0,892,8
PD-1000499,2025-04-08,23:19:08,844.431.069-87,(31) 990914439,Claro TV,Pré-Pago,APP,PR,PROMO-500 - Móvel,APROVADO,49.9,0.0,0,5.1,-100.0,9.4,0,501,0.163,0,,0,0,,Pedro R.,,,0.0,2025-04,0,22,3
PD-1000500,2025-06-01,23:19:08,983.930.103-10,(61) 991188789,NET,CNPJ Avançado,APP,CE,PROMO-500 - Móvel,BLOQUEADO,149.9,1201.82,1,11.4,-91.2,17.85,0,621,0.839,1,Conta Mula,0,0,CTR-53,Juliana S.,,,18.97,2025-06,0,98,5
PD-1000501,2026-01-29,23:19:08,980.500.978-82,(11) 998519948,Claro Residencial,Fibra 200MB,RETENÇÃO,SP-Interior,,APROVADO,79.9,0.0,11,2.0,450.0,6.65,0,595,0.166,0,,0,0,,,,,0.0,2026-01,1,155,4
PD-1000502,2026-03-01,23:19:08,158.814.458-22,(11) 997175962,Claro Residencial,TV HD,TELEVENDAS B2C,PE,REC-200 - Automático,APROVADO,149.9,413.2,7,1.8,288.9,6.34,0,605,0.684,1,Fraude de Identidade,0,0,CTR-30,Ana L.,Em andamento,2026-03-19,150.64,2026-03,0,158,7
PD-1000503,2025-05-27,23:19:08,626.705.514-37,(81) 996649560,NET,Plano Família,RETENÇÃO,DF,,BLOQUEADO,499.9,0.0,18,10.5,71.4,13.86,0,609,0.091,0,,0,0,,,,,0.0,2025-05,1,1535,5
PD-1000504,2025-10-31,23:19:08,660.443.240-06,(21) 996184612,NET,Pré-Pago,E-COMMERCE,PE,,BLOQUEADO,29.9,347.79,8,2.4,233.3,14.28,0,897,0.694,1,Fraude de Identidade,0,0,CTR-42,Ana L.,Fechada,,175.56,2025-10,1,1340,6
PD-1000505,2025-06-26,23:19:08,038.657.191-82,(71) 991255447,Claro Residencial,TV HD,E-COMMERCE,DF,,APROVADO,49.9,0.0,3,9.2,-67.4,17.76,0,790,0.038,0,,0,0,,Pedro R.,,,0.0,2025-06,0,745,7
PD-1000506,2025-06-06,23:19:08,686.270.369-24,(62) 992614824,Claro Empresas,Fibra 1GB,LOJA FÍSICA,BA,,APROVADO,49.9,0.0,19,7.0,171.4,4.54,0,794,0.29,0,,0,0,,Carlos M.,,,0.0,2025-06,0,1384,7
PD-1000507,2025-10-29,23:19:08,158.144.914-76,(71) 990517059,Claro Residencial,Combo Família,LOJA FÍSICA,PE,,APROVADO,499.9,0.0,12,6.3,90.5,15.53,0,580,0.056,0,,0,0,,Pedro R.,,,0.0,2025-10,0,425,8
PD-1000508,2025-07-04,23:19:08,138.999.404-38,(62) 998548370,Claro Empresas,TV Plus,RETENÇÃO,MG,,APROVADO,149.9,0.0,1,3.0,-66.7,4.15,0,882,0.29,0,,0,0,,Pedro R.,,,0.0,2025-07,0,801,7
PD-1000509,2025-12-04,23:19:08,898.331.465-91,(21) 996938755,NET,Plano Família,TELEVENDAS B2C,BA,REC-200 - Automático,APROVADO,79.9,630.28,453,10.6,4173.6,1.58,0,687,0.674,1,Fraude de Alto Uso (SMS),0,0,CTR-12,,,,150.05,2025-12,1,852,5
PD-1000510,2025-04-08,23:19:08,893.113.253-26,(62) 994978127,Claro TV,Fibra 1GB,LOJA FÍSICA,DF,,APROVADO,29.9,0.0,12,13.6,-11.8,12.27,0,711,0.342,0,,0,0,,Ana L.,,,0.0,2025-04,1,570,4
PD-1000511,2026-03-10,23:19:08,276.829.751-47,(51) 993318209,Claro Empresas,CNPJ Básico,TELEVENDAS B2C,DF,REC-100 - FPD,APROVADO,79.9,0.0,2,9.1,-78.0,15.54,0,732,0.087,0,,0,0,,Ana L.,,,0.0,2026-03,0,119,7
PD-1000512,2026-01-26,23:19:08,618.209.166-01,(11) 990733836,Claro Residencial,Fibra 200MB,E-COMMERCE,RJ,REC-100 - FPD,CANCELADO,499.9,1436.58,4,2.1,90.5,12.0,0,627,0.667,1,Clonagem de SIM,0,0,CTR-53,Ana L.,Aberta,2026-01-30,94.81,2026-01,0,821,1
PD-1000513,2025-09-13,23:19:08,096.170.159-59,(21) 999549610,NET,TV Plus,APP,RS,,PENDENTE,499.9,0.0,16,12.7,26.0,13.47,0,872,0.294,0,,0,0,,Juliana S.,,,0.0,2025-09,0,117,6
PD-1000514,2025-06-03,23:19:08,023.413.261-11,(81) 999201191,Claro Móvel,TV HD,E-COMMERCE,SP-Capital,REC-100 - FPD,CANCELADO,49.9,353.38,10,6.0,66.7,19.77,0,513,0.94,1,Fraude Corporativa,0,0,CTR-42,Carlos M.,,2025-06-29,140.1,2025-06,0,1448,6
PD-1000515,2025-07-28,23:19:08,797.727.810-50,(62) 992570131,Claro Móvel,Fibra 1GB,TELEVENDAS B2C,RJ,CAMP-VIP,APROVADO,199.9,0.0,14,6.1,129.5,19.64,0,567,0.067,0,,0,0,,Carlos M.,,,0.0,2025-07,0,625,7
PD-1000516,2025-11-30,23:19:08,548.640.155-77,(85) 998836267,Claro Empresas,TV Plus,E-COMMERCE,SP-Interior,REC-200 - Automático,CANCELADO,29.9,158.82,18,13.4,34.3,13.32,2,740,0.829,1,Chargeback,0,0,CTR-61,Carlos M.,,2025-12-16,76.13,2025-11,0,1425,3
PD-1000517,2025-10-11,23:19:08,418.625.652-70,(51) 997377620,Claro Residencial,CNPJ Avançado,TELEVENDAS B2C,PE,REC-100 - FPD,APROVADO,199.9,0.0,7,9.6,-27.1,2.46,0,634,0.051,0,,0,0,,Pedro R.,,,0.0,2025-10,0,1710,1
PD-1000518,2025-11-24,23:19:08,343.275.604-17,(81) 996928341,Claro Residencial,Combo Família,LOJA FÍSICA,PR,,PENDENTE,299.9,0.0,10,5.8,72.4,10.57,0,867,0.136,0,,0,0,,Ana L.,,,0.0,2025-11,0,1201,2
PD-1000519,2025-11-27,23:19:08,027.703.843-09,(85) 998653916,Claro TV,CNPJ Avançado,TELEVENDAS B2C,MG,REC-200 - Automático,APROVADO,49.9,0.0,10,13.5,-25.9,15.77,0,814,0.062,0,,0,0,,Pedro R.,,,0.0,2025-11,0,1799,2
PD-1000520,2025-12-03,23:19:08,769.749.956-41,(31) 992266835,NET,Pré-Pago,E-COMMERCE,SP-Capital,,APROVADO,299.9,0.0,6,1.5,300.0,8.71,0,597,0.347,0,,0,0,,Pedro R.,,,0.0,2025-12,0,1690,4
PD-1000521,2025-08-01,23:19:08,464.203.625-86,(41) 991746388,Claro TV,Plano Família,E-COMMERCE,RS,,APROVADO,499.9,0.0,1,1.1,-9.1,12.46,0,898,0.084,0,,0,0,,Pedro R.,,,0.0,2025-08,0,1274,1
PD-1000522,2026-03-17,23:19:08,298.585.672-87,(31) 998120146,Claro TV,Fibra 500MB,APP,BA,,APROVADO,79.9,0.0,8,1.4,471.4,18.38,0,507,0.056,0,,0,0,,Ana L.,,,0.0,2026-03,0,1558,2
PD-1000523,2025-10-17,23:19:08,168.154.660-24,(21) 997271837,Claro Empresas,Pós-Pago,E-COMMERCE,SP-Interior,,APROVADO,499.9,0.0,19,14.1,34.8,9.94,0,598,0.083,0,,0,0,,Carlos M.,,,0.0,2025-10,0,464,5
PD-1000524,2026-03-22,23:19:08,487.401.640-05,(31) 994394880,Claro Residencial,Fibra 200MB,TELEVENDAS B2C,RJ,REC-200 - Automático,CANCELADO,99.9,0.0,8,9.6,-16.7,2.79,0,879,0.23,0,,0,0,,Ana L.,,,0.0,2026-03,0,889,6
PD-1000525,2025-04-02,23:19:08,567.566.184-43,(85) 996606405,Claro Móvel,TV Plus,E-COMMERCE,SP-Interior,,APROVADO,149.9,0.0,8,11.7,-31.6,4.2,0,567,0.115,0,,0,0,,Carlos M.,,,0.0,2025-04,1,573,4
PD-1000526,2025-03-29,23:19:08,989.406.260-78,(81) 990911778,Claro Empresas,Fibra 200MB,RETENÇÃO,SP-Interior,,APROVADO,299.9,0.0,2,11.3,-82.3,3.24,0,528,0.249,0,,0,0,,Juliana S.,,,0.0,2025-03,0,17,5
PD-1000527,2025-08-31,23:19:08,494.937.597-38,(41) 992526084,NET,Fibra 500MB,TELEVENDAS B2C,SP-Capital,,APROVADO,199.9,0.0,2,7.5,-73.3,18.05,0,709,0.221,0,,0,0,,Pedro R.,,,0.0,2025-08,0,192,1
PD-1000528,2025-06-25,23:19:08,894.896.340-67,(62) 991813267,NET,Pós-Pago,E-COMMERCE,PE,CAMP-VIP,APROVADO,79.9,110.87,10,3.5,185.7,12.71,2,723,0.758,1,Chargeback,0,0,CTR-42,,,,157.32,2025-06,0,479,4
PD-1000529,2025-10-08,23:19:08,075.681.429-83,(21) 995604644,Claro Móvel,Combo Família,LOJA FÍSICA,RJ,,PENDENTE,29.9,304.79,500,9.5,5163.2,1.53,0,594,0.863,1,Fraude de Alto Uso (SMS),0,0,CTR-30,Ana L.,Fechada,,173.15,2025-10,0,776,7
PD-1000530,2025-12-13,23:19:08,833.884.879-20,(71) 999781199,Claro Residencial,Fibra 200MB,RETENÇÃO,CE,,CANCELADO,149.9,494.0,17,14.3,18.9,12.49,0,522,0.879,1,Clonagem de SIM,0,0,CTR-61,,,2026-01-02,58.34,2025-12,1,891,6
PD-1000531,2025-06-23,23:19:08,643.348.170-58,(11) 992882757,Claro TV,Plano Família,APP,PR,PROMO-500 - Móvel,CANCELADO,149.9,486.61,17,1.3,1207.7,7.27,0,710,0.971,0,,0,0,CTR-28,,Fechada,,177.04,2025-06,0,1728,1
PD-1000532,2026-01-11,23:19:08,215.134.228-49,(62) 993563416,NET,Combo Família,RETENÇÃO,DF,,APROVADO,199.9,298.41,3,7.6,-60.5,16.95,4,502,0.76,1,Chargeback,0,0,CTR-28,Carlos M.,Aberta,,161.65,2026-01,0,280,8
PD-1000533,2025-08-13,23:19:08,340.312.772-20,(11) 996110145,Claro TV,CNPJ Avançado,APP,RS,,APROVADO,149.9,0.0,16,7.0,128.6,19.29,0,607,0.237,0,,0,0,,Carlos M.,,,0.0,2025-08,0,1748,1
PD-1000534,2026-01-19,23:19:08,252.362.292-58,(81) 999986296,Claro Móvel,Pós-Pago,LOJA FÍSICA,BA,,CANCELADO,149.9,0.0,2,11.6,-82.8,1.5,0,899,0.319,0,,0,0,,Juliana S.,,,0.0,2026-01,1,804,8
PD-1000535,2025-10-26,23:19:08,983.631.462-49,(21) 992471111,NET,CNPJ Avançado,LOJA FÍSICA,PE,REC-200 - Automático,CANCELADO,49.9,260.87,16,1.3,1130.8,9.03,0,554,0.676,1,Fraude de Identidade,0,0,CTR-28,Pedro R.,Em andamento,,79.91,2025-10,0,891,6
PD-1000536,2025-08-15,23:19:08,016.272.046-53,(81) 995483562,Claro TV,Controle,LOJA FÍSICA,PR,PROMO-500 - Móvel,APROVADO,199.9,0.0,18,4.2,328.6,16.03,0,889,0.149,0,,0,0,,Ana L.,,,0.0,2025-08,0,891,2
PD-1000537,2026-03-20,23:19:08,628.333.393-95,(81) 999197362,Claro Empresas,Combo Família,TELEVENDAS B2C,BA,,APROVADO,79.9,0.0,3,1.5,100.0,6.71,0,691,0.283,0,,0,0,,Ana L.,,,0.0,2026-03,0,1785,8
PD-1000538,2025-06-22,23:19:08,039.429.045-88,(71) 998002301,NET,Fibra 200MB,APP,DF,,APROVADO,149.9,0.0,13,4.5,188.9,15.45,0,587,0.034,0,,0,0,,Juliana S.,,,0.0,2025-06,0,1779,1
PD-1000539,2025-07-04,23:19:08,358.895.369-02,(71) 991316088,Claro TV,TV Plus,LOJA FÍSICA,SP-Interior,,APROVADO,299.9,2282.81,497,8.7,5612.6,0.37,0,614,0.657,1,Fraude de Alto Uso (SMS),0,0,CTR-61,Ana L.,Aberta,,132.11,2025-07,0,756,3
PD-1000540,2025-11-16,23:19:08,608.470.681-03,(62) 990604073,Claro TV,TV Plus,RETENÇÃO,MG,,PENDENTE,29.9,0.0,6,6.8,-11.8,8.36,0,617,0.027,0,,0,0,,Ana L.,,,0.0,2025-11,0,1393,5
PD-1000541,2026-02-10,23:19:08,467.232.487-63,(31) 990631179,Claro Empresas,Fibra 200MB,RETENÇÃO,DF,CAMP-VIP,APROVADO,79.9,0.0,7,8.5,-17.6,5.42,0,592,0.213,0,,0,0,,Carlos M.,,,0.0,2026-02,0,1725,1
PD-1000542,2025-07-16,23:19:08,646.867.752-40,(21) 994216604,Claro Móvel,TV HD,LOJA FÍSICA,CE,,BLOQUEADO,79.9,421.02,13,6.8,91.2,4.29,0,842,0.807,1,Fraude de Identidade,0,0,CTR-30,Carlos M.,,,60.34,2025-07,0,1584,6
PD-1000543,2026-03-11,23:19:08,017.537.030-45,(41) 991509387,Claro TV,CNPJ Básico,TELEVENDAS B2C,DF,,APROVADO,99.9,0.0,10,6.0,66.7,3.63,0,820,0.295,0,,0,0,,Pedro R.,,,0.0,2026-03,0,1781,1
PD-1000544,2025-11-24,23:19:08,070.015.941-65,(21) 996658793,NET,TV HD,RETENÇÃO,RJ,PROMO-500 - Móvel,APROVADO,499.9,0.0,8,1.3,515.4,17.57,0,620,0.106,0,,0,0,,,,,0.0,2025-11,0,410,5
PD-1000545,2025-05-03,23:19:08,937.567.982-50,(81) 991754047,Claro TV,TV HD,TELEVENDAS B2C,RS,REC-100 - FPD,APROVADO,29.9,0.0,19,12.0,58.3,12.18,0,712,0.081,0,,0,0,,Juliana S.,,,0.0,2025-05,0,732,3
PD-1000546,2025-08-21,23:19:08,034.864.518-37,(71) 990131971,Claro TV,Fibra 500MB,TELEVENDAS B2C,BA,REC-200 - Automático,APROVADO,99.9,0.0,10,6.9,44.9,13.44,0,630,0.336,0,,0,0,,Ana L.,,,0.0,2025-08,0,881,1
PD-1000547,2025-04-13,23:19:08,401.965.569-81,(71) 999673542,Claro TV,TV HD,E-COMMERCE,MG,,APROVADO,149.9,0.0,2,11.3,-82.3,2.33,0,630,0.204,0,,0,0,,Pedro R.,,,0.0,2025-04,0,160,2
PD-1000548,2026-01-10,23:19:08,608.581.670-46,(85) 997084267,Claro Empresas,CNPJ Avançado,RETENÇÃO,SP-Interior,,APROVADO,199.9,0.0,2,10.6,-81.1,11.4,0,533,0.348,0,,0,0,,Juliana S.,,,0.0,2026-01,0,567,7
PD-1000549,2025-05-04,23:19:08,523.734.151-77,(41) 994362068,Claro TV,CNPJ Avançado,LOJA FÍSICA,PR,,APROVADO,299.9,0.0,2,11.7,-82.9,10.7,0,651,0.155,0,,0,0,,Pedro R.,,,0.0,2025-05,0,1502,7
PD-1000550,2026-03-04,23:19:08,520.599.604-38,(81) 999153460,NET,TV Plus,TELEVENDAS B2C,PE,,BLOQUEADO,199.9,0.0,11,6.2,77.4,14.53,0,660,0.015,0,,0,0,,Carlos M.,,,0.0,2026-03,0,1268,2
PD-1000551,2025-06-18,23:19:08,717.911.006-51,(31) 991040224,Claro Residencial,CNPJ Avançado,TELEVENDAS B2C,PE,,BLOQUEADO,29.9,133.68,7,5.0,40.0,113.42,0,528,0.845,1,Fraude de Alto Uso (Dados),0,0,CTR-53,,,2025-06-23,22.75,2025-06,1,138,4
PD-1000552,2025-12-23,23:19:08,937.567.982-50,(81) 991754047,NET,Fibra 1GB,E-COMMERCE,RS,,APROVADO,49.9,0.0,7,9.3,-24.7,5.05,0,712,0.115,0,,0,0,,,,,0.0,2025-12,0,535,8
PD-1000553,2025-08-27,23:19:08,160.169.236-45,(85) 998197714,Claro Residencial,Controle,TELEVENDAS B2C,PR,CAMP-VIP,PENDENTE,79.9,0.0,3,13.6,-77.9,1.32,0,856,0.099,0,,0,0,,Ana L.,,,0.0,2025-08,0,169,7
PD-1000554,2025-08-31,23:19:08,376.731.625-26,(61) 994751216,NET,TV HD,LOJA FÍSICA,BA,CAMP-VIP,CANCELADO,79.9,392.21,409,3.6,11261.1,1.06,0,805,0.98,1,Fraude de Alto Uso (SMS),0,0,CTR-74,Pedro R.,Aberta,2025-09-20,187.78,2025-08,0,747,3
PD-1000555,2025-12-01,23:19:08,546.913.736-78,(61) 990942977,Claro Empresas,Combo Família,LOJA FÍSICA,CE,,APROVADO,149.9,0.0,19,9.1,108.8,2.1,0,581,0.222,0,,0,0,,Carlos M.,,,0.0,2025-12,0,1135,7
PD-1000556,2025-09-26,23:19:08,429.001.851-32,(81) 999443076,Claro Empresas,Pós-Pago,RETENÇÃO,PE,REC-100 - FPD,APROVADO,49.9,0.0,5,3.9,28.2,5.09,0,583,0.268,0,,0,0,,,,,0.0,2025-09,0,1568,1
PD-1000557,2025-07-04,23:19:08,652.775.841-61,(71) 993027557,Claro Empresas,Pós-Pago,LOJA FÍSICA,CE,PROMO-500 - Móvel,APROVADO,79.9,0.0,4,14.7,-72.8,14.37,0,650,0.074,0,,0,0,,,,,0.0,2025-07,0,1723,4
PD-1000558,2026-01-20,23:19:08,153.051.522-04,(81) 992328554,Claro Móvel,Pré-Pago,E-COMMERCE,PE,REC-200 - Automático,APROVADO,149.9,0.0,6,14.9,-59.7,6.61,0,729,0.063,0,,0,0,,Carlos M.,,,0.0,2026-01,0,1314,6
PD-1000559,2025-07-04,23:19:08,438.822.114-57,(81) 995885129,Claro Móvel,Pós-Pago,LOJA FÍSICA,CE,,BLOQUEADO,49.9,418.61,9,7.3,23.3,6.64,1,631,0.67,1,Chargeback,0,0,CTR-61,Juliana S.,Fechada,,67.59,2025-07,0,655,8
PD-1000560,2026-03-23,23:19:08,107.051.843-90,(61) 995309658,NET,Plano Família,LOJA FÍSICA,RJ,CAMP-VIP,APROVADO,79.9,0.0,3,11.4,-73.7,15.88,0,800,0.311,0,,0,0,,,,,0.0,2026-03,0,1225,5
PD-1000561,2025-06-12,23:19:08,551.687.409-03,(85) 990133260,Claro Móvel,Fibra 1GB,LOJA FÍSICA,RJ,REC-100 - FPD,BLOQUEADO,299.9,0.0,3,14.6,-79.5,1.44,0,553,0.328,0,,0,0,,Carlos M.,,,0.0,2025-06,1,1544,3
PD-1000562,2026-03-01,23:19:08,450.615.939-98,(31) 994774942,Claro TV,Pré-Pago,E-COMMERCE,PR,,APROVADO,49.9,0.0,16,3.1,416.1,18.58,0,666,0.058,0,,0,0,,Juliana S.,,,0.0,2026-03,1,1602,7
PD-1000563,2025-10-07,23:19:08,001.680.941-49,(21) 995392076,Claro Residencial,Controle,APP,SP-Capital,,PENDENTE,99.9,252.81,2,1.2,66.7,15.17,0,732,0.819,1,Clonagem de SIM,0,0,CTR-61,Pedro R.,,2025-10-12,114.74,2025-10,0,1441,4
PD-1000564,2025-06-08,23:19:08,428.434.795-52,(81) 997112581,Claro Móvel,Controle,RETENÇÃO,MG,,CANCELADO,149.9,0.0,10,11.3,-11.5,12.7,0,714,0.101,0,,0,0,,Carlos M.,,,0.0,2025-06,1,717,2
PD-1000565,2025-09-13,23:19:08,143.639.102-57,(51) 993389195,Claro Residencial,CNPJ Avançado,E-COMMERCE,RJ,REC-100 - FPD,CANCELADO,299.9,352.47,20,14.0,42.9,1.44,0,252,0.951,1,Fraude Corporativa,1,3,CTR-28,Ana L.,Fechada,2025-10-09,78.14,2025-09,0,978,5
PD-1000566,2025-10-16,23:19:08,995.376.601-44,(51) 998519865,Claro Empresas,Fibra 500MB,E-COMMERCE,PR,,APROVADO,199.9,0.0,2,14.6,-86.3,13.06,0,714,0.018,0,,0,0,,Pedro R.,,,0.0,2025-10,1,193,7
PD-1000567,2026-02-10,23:19:08,240.422.693-12,(21) 997153721,Claro TV,Fibra 1GB,TELEVENDAS B2C,MG,,CANCELADO,299.9,1446.58,16,7.2,122.2,18.61,0,732,0.817,1,Fraude Corporativa,0,0,CTR-53,,Em andamento,2026-02-23,135.21,2026-02,1,1326,3
PD-1000568,2026-01-22,23:19:08,720.259.094-79,(85) 996007679,Claro Móvel,Pós-Pago,E-COMMERCE,SP-Interior,REC-100 - FPD,BLOQUEADO,149.9,1247.09,0,7.7,-100.0,18.52,4,281,0.839,1,Chargeback,1,5,CTR-28,,Aberta,2026-01-26,154.39,2026-01,0,1755,6
PD-1000569,2026-01-06,23:19:08,439.735.971-07,(31) 995423167,Claro Residencial,CNPJ Avançado,APP,BA,,APROVADO,29.9,344.67,433,8.9,4765.2,0.97,0,254,0.85,1,Fraude de Alto Uso (SMS),1,5,CTR-53,Ana L.,Fechada,,191.89,2026-01,0,441,1
PD-1000570,2025-09-11,23:19:08,699.648.997-18,(51) 992435733,Claro Residencial,Pré-Pago,RETENÇÃO,CE,,CANCELADO,299.9,0.0,8,11.6,-31.0,17.43,0,687,0.285,0,,0,0,,Juliana S.,,,0.0,2025-09,0,680,7
PD-1000571,2026-01-23,23:19:08,136.621.038-86,(31) 991615622,Claro Residencial,Fibra 500MB,APP,RJ,REC-200 - Automático,CANCELADO,29.9,0.0,5,3.3,51.5,10.99,0,743,0.307,0,,0,0,,Ana L.,,,0.0,2026-01,1,430,1
PD-1000572,2025-12-12,23:19:08,257.375.534-49,(11) 992353339,Claro Empresas,Fibra 500MB,RETENÇÃO,SP-Interior,,APROVADO,499.9,0.0,13,6.7,94.0,10.21,0,828,0.111,0,,0,0,,Juliana S.,,,0.0,2025-12,0,1642,4
PD-1000573,2025-08-10,23:19:08,436.453.804-42,(21) 991033804,Claro TV,Combo Família,LOJA FÍSICA,SP-Interior,,APROVADO,99.9,0.0,4,6.0,-33.3,2.51,0,752,0.171,0,,0,0,,Pedro R.,,,0.0,2025-08,0,1453,6
PD-1000574,2025-12-08,23:19:08,556.472.929-31,(51) 993956154,Claro Empresas,TV HD,LOJA FÍSICA,CE,REC-200 - Automático,BLOQUEADO,149.9,0.0,8,10.6,-24.5,2.65,0,721,0.166,0,,0,0,,Juliana S.,,,0.0,2025-12,0,1558,2
PD-1000575,2026-02-04,23:19:08,799.702.462-99,(71) 990650662,Claro Empresas,TV HD,RETENÇÃO,BA,CAMP-VIP,CANCELADO,199.9,1912.07,13,5.5,136.4,7.76,4,669,0.741,1,Chargeback,0,0,CTR-42,,,2026-02-28,11.51,2026-02,0,1159,4
PD-1000576,2025-12-09,23:19:08,557.998.028-41,(41) 990495854,Claro Residencial,Controle,E-COMMERCE,CE,PROMO-500 - Móvel,APROVADO,499.9,0.0,1,11.3,-91.2,2.63,0,511,0.075,0,,0,0,,Ana L.,,,0.0,2025-12,1,576,4
PD-1000577,2026-02-28,23:19:08,564.347.128-71,(61) 993754845,Claro Empresas,Pré-Pago,RETENÇÃO,DF,,BLOQUEADO,29.9,343.97,20,4.6,334.8,10.88,0,216,0.667,1,Fraude Corporativa,1,4,CTR-12,Pedro R.,Aberta,,47.34,2026-02,0,11,2
PD-1000578,2025-07-16,23:19:08,878.836.196-89,(41) 991463815,NET,CNPJ Avançado,TELEVENDAS B2C,MG,PROMO-500 - Móvel,PENDENTE,49.9,0.0,12,11.5,4.3,8.6,0,685,0.31,0,,0,0,,Juliana S.,,,0.0,2025-07,0,707,4
PD-1000579,2025-06-12,23:19:08,682.144.488-96,(71) 999838721,NET,Controle,APP,DF,REC-200 - Automático,APROVADO,299.9,0.0,8,12.5,-36.0,18.7,0,866,0.175,0,,0,0,,Carlos M.,,,0.0,2025-06,0,1535,4
PD-1000580,2026-03-17,23:19:08,350.476.392-83,(21) 995531182,Claro TV,Combo Família,APP,RJ,PROMO-500 - Móvel,PENDENTE,499.9,4562.96,16,5.9,171.2,16.6,0,809,0.885,0,,0,0,CTR-61,Carlos M.,Em andamento,,177.1,2026-03,0,658,4
PD-1000581,2025-07-29,23:19:08,504.043.333-53,(85) 994323775,Claro Móvel,CNPJ Básico,RETENÇÃO,DF,CAMP-VIP,BLOQUEADO,299.9,1157.03,2,6.4,-68.8,18.37,0,381,0.837,1,Fraude de Identidade,1,2,CTR-61,,Fechada,2025-08-11,10.48,2025-07,0,1591,1
PD-1000582,2025-09-17,23:19:08,757.574.758-33,(62) 992861403,Claro Móvel,CNPJ Básico,APP,SP-Capital,PROMO-500 - Móvel,APROVADO,199.9,0.0,19,7.4,156.8,10.59,0,853,0.329,0,,0,0,,Pedro R.,,,0.0,2025-09,1,629,3
PD-1000583,2025-07-09,23:19:08,322.889.857-25,(51) 996045105,Claro Móvel,Fibra 1GB,LOJA FÍSICA,DF,,APROVADO,499.9,0.0,7,10.0,-30.0,10.83,0,720,0.07,0,,0,0,,Pedro R.,,,0.0,2025-07,0,654,1
PD-1000584,2025-04-04,23:19:08,775.677.722-66,(11) 992339281,Claro TV,Fibra 500MB,LOJA FÍSICA,PR,,APROVADO,299.9,0.0,6,5.3,13.2,13.13,0,695,0.1,0,,0,0,,Carlos M.,,,0.0,2025-04,0,841,3
PD-1000585,2025-03-27,23:19:08,466.766.506-18,(11) 991060950,Claro Empresas,Fibra 200MB,APP,DF,PROMO-500 - Móvel,PENDENTE,149.9,0.0,12,10.7,12.1,18.99,0,523,0.028,0,,0,0,,,,,0.0,2025-03,0,256,1
PD-1000586,2025-05-21,23:19:08,597.820.715-18,(31) 990656695,Claro Móvel,Fibra 500MB,LOJA FÍSICA,MG,,CANCELADO,49.9,0.0,9,4.7,91.5,12.68,0,862,0.302,0,,0,0,,,,,0.0,2025-05,0,355,6
PD-1000587,2025-11-20,23:19:08,406.500.425-48,(85) 992601089,Claro Empresas,Fibra 500MB,RETENÇÃO,SP-Interior,,CANCELADO,149.9,306.93,20,9.9,102.0,19.36,5,269,0.766,1,Chargeback,1,5,CTR-42,Ana L.,Fechada,2025-12-18,37.47,2025-11,0,764,6
PD-1000588,2025-04-04,23:19:08,482.669.136-24,(85) 993822600,Claro Empresas,Fibra 500MB,RETENÇÃO,PR,PROMO-500 - Móvel,APROVADO,299.9,0.0,15,8.0,87.5,7.88,0,689,0.112,0,,0,0,,Carlos M.,,,0.0,2025-04,0,841,3
PD-1000589,2025-07-13,23:19:08,969.083.572-32,(51) 997304611,Claro TV,TV HD,E-COMMERCE,BA,CAMP-VIP,APROVADO,499.9,0.0,8,9.3,-14.0,8.61,0,663,0.168,0,,0,0,,,,,0.0,2025-07,0,1658,4
